codigo,nome,marca,linha,descricao_atual,descricao_proposta,diferenciais_propostos,beneficios_site,indicado_para,dados_tecnicos,qualidade_descricao,fonte_descricao,fonte_diferenciais,confianca_descricao,confianca_diferenciais,status_revisao,observacao
1059,Open Tracks Trator Retroescavadeira,playmi,PLAY&DRIVE,,O Open Tracks Trator Retroescavadeira é um brinquedo de roda livre inspirado nas máquinas pesadas utilizadas em obras e construções.,Carregadeira com movimento | Escavadeira com movimento | Vem com motorista,Estimula imaginação no universo da construção | Desenvolve coordenação motora grossa | Sistema de roda livre para fácil movimentação | Incentiva percepção espacial | Ideal para criar cenários de obra e escavação,"Crianças + 3 anos que gostam de tratores, máquinas de construção e brincadeiras com cenários de obra.",material=Plástico | cor=Amarelo | genero=Menino | idade=+ 3 Anos | conteudo_caixa=1 Retroescavadeira | ncm=9503.00.80 | dun=1789648411059-1 | produto_mm=650x195x235 | caixa=4un/5.032kg | peso=0.7kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/open-tracks-trator-retroescavadeira/,https://cardosotoys.com.br/playmi/produtos/open-tracks-trator-retroescavadeira/,CONFIRMADO,CONFIRMADO,PENDENTE,
1060,Open Tracks Trator Escavadeira,playmi,PLAY&DRIVE,,O Open Tracks Trator Escavadeira é um brinquedo de roda livre inspirado nas máquinas utilizadas em grandes escavações e obras.,Escavadeira com movimento | Vem com motorista,Estimula imaginação com cenários de obra | Desenvolve coordenação motora grossa | Sistema de roda livre para fácil movimentação | Incentiva percepção espacial | Ideal para brincadeiras com máquinas de construção,"Crianças + 3 anos que gostam de escavadeiras, tratores e brincadeiras no universo da construção.",material=Plástico | cor=Amarelo | genero=Menino | idade=+ 3 Anos | conteudo_caixa=1 Escavadeira | ncm=9503.00.80 | dun=1789648411060-7 | produto_mm=560x195x233 | caixa=4un/4.2kg | peso=0.55kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/open-tracks-trator-escavadeira/,https://cardosotoys.com.br/playmi/produtos/open-tracks-trator-escavadeira/,CONFIRMADO,CONFIRMADO,PENDENTE,
1061,Open Tracks Trator Carregadeira,playmi,PLAY&DRIVE,,O Open Tracks Trator Carregadeira é um brinquedo de roda livre inspirado nas máquinas utilizadas para transporte e movimentação de materiais em obras.,Escavadeira com movimento | Vem com motorista,Estimula imaginação no universo da construção | Desenvolve coordenação motora grossa | Sistema de roda livre para fácil movimentação | Incentiva percepção espacial | Ideal para criar cenários de transporte e carregamento,"Crianças + 3 anos que gostam de tratores, carregadeiras e brincadeiras com máquinas de obra.",material=Plástico | cor=Amarelo | genero=Menino | idade=+ 3 Anos | conteudo_caixa=1 trator carregadeira | ncm=9503.00.80 | dun=1789648411061-4 | produto_mm=420x195x233 | caixa=4un/4.208kg | peso=0.57kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/open-tracks-trator-carregadeira/,https://cardosotoys.com.br/playmi/produtos/open-tracks-trator-carregadeira/,CONFIRMADO,CONFIRMADO,PENDENTE,
1062,Caminhão Air Truck Caçamba,playmi,PLAY&DRIVE,,O Caminhão Air Truck Caçamba é um brinquedo de roda livre ideal para crianças que gostam do universo da construção e transporte de materiais.,Caçamba articulada,Estimula imaginação com cenários de construção | Desenvolve coordenação motora grossa | Sistema de roda livre para fácil movimentação | Incentiva criatividade em histórias de transporte | Ideal para brincadeiras com caminhões de obra,"Crianças + 3 anos que gostam de caminhões, construção e brincadeiras com veículos de transporte.",material=PLASTICO | cor=Amarelo | genero=MENINO | idade=+ 3 Anos | conteudo_caixa=1 caminhão | ncm=9503.00.80 | dun=1789648411062-1 | produto_mm=348x243x207 | caixa=4un/kg | peso=0.87kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/caminhao-air-truck-cacamba/,https://cardosotoys.com.br/playmi/produtos/caminhao-air-truck-cacamba/,CONFIRMADO,CONFIRMADO,PENDENTE,
1063,Caminho Air Truck Escavadeira,playmi,PLAY&DRIVE,,O Caminhão Air Truck Escavadeira é um brinquedo de roda livre que une transporte e ação em um único modelo.,Escavadeira com movimento,Estimula imaginação no universo da construção | Desenvolve coordenação motora grossa | Sistema de roda livre para fácil movimentação | Incentiva percepção espacial | Ideal para criar cenários com escavações e transporte,"Crianças + 3 anos que gostam de escavadeiras, caminhões e brincadeiras com máquinas de obra.",material=PLASTICO | cor=Amarelo | genero=MENINO | idade=+ 3 Anos | conteudo_caixa=1 caminhão | ncm=9503.00.80 | dun=1789648411063-8 | produto_mm=429x243x207 | caixa=4un/kg | peso=0.87kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/caminhao-air-truck-escavadeira/,https://cardosotoys.com.br/playmi/produtos/caminhao-air-truck-escavadeira/,CONFIRMADO,CONFIRMADO,PENDENTE,
2001,Carrinho de Boneca Meu Nenê,tópi,FAZ DE CONTA,,O Carrinho de Boneca Meu Nenê é ideal para tornar as brincadeiras ainda mais carinhosas e divertidas.,,Estimula imaginação e faz de conta | Incentiva cuidado e responsabilidade | Desenvolve coordenação motora | Leve e fácil de manusear,Crianças a partir de 3 anos que gostam de brincar com bonecas e simular momentos de passeio e cuidado.,material=Plástico | cor=Rosa | genero=Menina | idade=+ 3 Anos | conteudo_caixa=1 Carrinho de Boneca | ncm=9503.00.10 | cst=000 | dun=1789648412001-9 | produto_mm=230x390x575 | caixa=4un/2.18kg | peso=0.375kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/carrinho-de-boneca-meu-nene/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
2003,Carrinho de Boneca Desmontado,tópi,FAZ DE CONTA,,O Carrinho de Boneca Desmontado é ideal para estimular a criatividade e a interação durante a brincadeira.,,Estimula imaginação e faz de conta | Incentiva coordenação motora | Desenvolve habilidades de montagem | Leve e fácil de montar,,"material=Plástico | cor=Rosa | genero=Menina | idade=+ 3 Anos | conteudo_caixa=4 Rodas 
2 Laterais
1 Assento
1 Encosto
1 Mesa
1 Cabo 
2 Eixos | ncm=9503.00.10 | cst=000 | dun=4789648412003-4 | produto_mm=230x390x575 | caixa=12un/5.55kg | peso=0.39kg",ESPECIFICA,https://cardosotoys.com.br/topi/produtos/carrinho-de-boneca-desmontado/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
2004,Doce Cozinha Almocinho,tópi,FAZ DE CONTA,,O Doce Cozinha Almocinho é um kit completo para transformar a brincadeira em momentos deliciosos de imaginação.,,Estimula imaginação e criatividade | Incentiva brincadeiras de faz de conta | Desenvolve coordenação motora fina | Trabalha organização e socialização,"Crianças + 3 anos que gostam de brincar de cozinhar, organizar utensílios e criar momentos de faz de conta com amigos e familiares.","material=Plástico | cor=Rosa | genero=Menina | idade=+ 3 Anos | conteudo_caixa=1 Panela
1  Caçarola
2 Pratos
2 Copos
1  Concha
1 Escumadeira
1 Espatula
2 Facas
2 Colheres
2 Garfos | ncm=9503.00.80 | cst=000 | dun=2789648412004-7 | produto_mm=300x75x300 | caixa=6un/2.028kg | peso=0.06kg",ESPECIFICA,https://cardosotoys.com.br/topi/produtos/doce-cozinha-almocinho/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
2005,Doce Cozinha Lanchinho,tópi,FAZ DE CONTA,,O Doce Cozinha Lanchinho é o kit perfeito para transformar o momento do lanche em uma divertida brincadeira de faz de conta.,,Estimula imaginação e criatividade | Incentiva brincadeiras de faz de conta | Desenvolve coordenação motora fina | Trabalha interação social,"Crianças + 3 anos que gostam de brincar de servir, organizar e criar histórias no universo do faz de conta.","material=Plástico | cor=Rosa | genero=Menina | idade=+ 3 Anos | conteudo_caixa=1 Jarra 
4 Pratos
4 Copos
4 Facas
4 Colheres
4 Garfos | ncm=9503.00.80 | cst=000 | dun=2789648412005-4 | produto_mm=300x75x300 | caixa=6un/2.145kg | peso=0.095kg",ESPECIFICA,https://cardosotoys.com.br/topi/produtos/doce-cozinha-lanchinho/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
2006,Doce Cozinha Jantinha,tópi,FAZ DE CONTA,,O Doce Cozinha Jantinha é o conjunto ideal para transformar o momento do jantar em uma divertida experiência de faz de conta.,,Estimula imaginação e criatividade | Incentiva o faz de conta | Desenvolve coordenação motora fina | Trabalha organização e socialização,Crianças a partir de 3 anos que gostam de brincar de preparar refeições e criar momentos especiais no universo da cozinha.,"material=Plástico | cor=Rosa | genero=Menina | idade=+ 3 Anos | conteudo_caixa=1 Panela
1  Caçarola
1 Frigideira
2 Pratos
1  Concha
1 Escumadeira
1 Espatula
2 Facas
2 Colheres
2 Garfos | ncm=9503.00.80 | cst=000 | dun=2789648412006-1 | produto_mm=300x75x300 | caixa=6un/2.028kg | peso=0.08kg",ESPECIFICA,https://cardosotoys.com.br/topi/produtos/doce-cozinha-jantinha/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
2009,Carrinho de Boneca Desmontado,tópi,FAZ DE CONTA,,O Carrinho de Boneca Desmontado é perfeito para unir diversão e aprendizado.,,Estimula imaginação e faz de conta | Incentiva coordenação motora | Desenvolve habilidades de montagem | Estrutura leve e resistente,Crianças a partir de 3 anos que gostam de brincar com bonecas e participar da montagem do próprio brinquedo.,"material=Plástico | cor=Rosa | genero=Menina | idade=+ 3 Anos | conteudo_caixa=4 Rodas 
2 Laterais
1 Assento
1 Encosto
1 Mesa
1 Cabo 
2 Eixos | ncm=9503.00.10 | cst=000 | dun=4789648412009-6 | produto_mm=230x390x575 | caixa=12un/5.55kg | peso=0.39kg",ESPECIFICA,https://cardosotoys.com.br/topi/produtos/carrinho-de-boneca-desmontado-2/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
2010,Doce Cozinha Faz de Conta,tópi,FAZ DE CONTA,,O Doce Cozinha Faz de Conta é o conjunto ideal para iniciar as crianças no universo da cozinha imaginária.,,Estimula criatividade e imaginação | Incentiva o brincar simbólico | Desenvolve coordenação motora fina | Trabalha organização e interação social,"Crianças a partir de 3 anos que gostam de brincar de cozinhar, preparar receitas e criar histórias no universo do faz de conta.","material=Plástico | cor=Rosa | genero=Menina | idade=+ 3 Anos | conteudo_caixa=1 Panela
1  Caçarola
1  Concha
1 Escumadeira
1 Espatula
1 Fogão | ncm=9503.00.80 | cst=000 | dun=278964842010-8 | produto_mm=300x75x300 | caixa=6un/2.08kg | peso=0.075kg",ESPECIFICA,https://cardosotoys.com.br/topi/produtos/doce-cozinha-faz-de-conta/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
2011,Doce Cozinha Fogãozinho,tópi,FAZ DE CONTA,,O Doce Cozinha Fogãozinho é um kit completo para transformar qualquer cantinho em uma divertida cozinha infantil.,,Estimula imaginação e criatividade | Incentiva o faz de conta | Desenvolve coordenação motora fina | Trabalha organização e socialização | Kit completo para brincadeiras mais realistas,"Crianças a partir de 3 anos que gostam de brincar de cozinhar, preparar refeições e criar histórias no universo da cozinha infantil.","material=Plástico | cor=Rosa | genero=Menina | idade=+ 3 Anos | conteudo_caixa=1 Panela
1  Caçarola
2 Pratos
1  Concha
1 Escumadeira
1 Espatula
2 Facas
2 Colheres
2 Garfos
1  Tábua de carne
1 Faca | ncm=9503.00.80 | cst=000 | dun=278964842011-5 | produto_mm=300x75x300 | caixa=6un/2.44kg | peso=0.135kg",ESPECIFICA,https://cardosotoys.com.br/topi/produtos/doce-cozinha-fogaozinho/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
2012,Geladeira Sonho de Menina,playmi,PLAY&IMAGINE,,A Geladeira Sonho de Menina é ideal para completar a cozinha no universo do faz de conta.,Acompanha acessórios | Faz de conta | Forma para sorvete de verdade | Prateleiras internas,Estimula organização e responsabilidade | Desenvolve imaginação no cotidiano | Incentiva habilidades sociais | Ideal para simular rotina doméstica,"Crianças + 3 anos que estão desenvolvendo imaginação, organização e interação social por meio de brincadeiras de faz de conta.","material=Plástico | cor=Rosa | genero=Menina | idade=+ 3 Anos | conteudo_caixa=1 Geladeira Sonho de Menina
2 prateleiras
1 porta ovos
1  forma de picolé com 4 
4 ovos
1 cartela de adesivos | ncm=9503.00.80 | cst=000 | dun=9789648412012-1 | produto_mm=255x202x486 | caixa=2un/3.38kg | peso=1.775kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/geladeira-sonho-de-menina/,https://cardosotoys.com.br/playmi/produtos/geladeira-sonho-de-menina/,CONFIRMADO,CONFIRMADO,PENDENTE,
2013,Cozinha Sonho de Menina,playmi,PLAY&IMAGINE,,A Cozinha Sonho de Menina oferece uma experiência completa de preparo de refeições no universo do faz de conta.,A porta do forno abre | Suporte para celular,Estimula criatividade culinária | Desenvolve coordenação motora | Incentiva organização | Ideal para simular preparo e serviço de refeições,Crianças + 3 anos que gostam de brincar de cozinhar e explorar diferentes papéis no ambiente doméstico.,"material=Plástico | cor=Rosa | genero=Menina | idade=+ 3 Anos | conteudo_caixa=A Cozinha Sonho de Menina vem com 1 panela com tampa, 2 pratos, 1 espátula, 1 concha,
1 escumadeira, 2 garfos, 2 facas e 2 colheres e cartões pop-up para recortar no verso da embalagem. | ncm=9503.00.80 | cst=000 | dun=9789648412013-8 | produto_mm=266x206x486 | caixa=2un/2.96kg | peso=0.84kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/cozinha-sonho-de-menina/,https://cardosotoys.com.br/playmi/produtos/cozinha-sonho-de-menina/,CONFIRMADO,CONFIRMADO,PENDENTE,
2014,Geladeira Gela Sorvetinho,playmi,PLAY&IMAGINE,,A Geladeira Gela Sorvetinho amplia a experiência de faz de conta ao simular o preparo e a retirada de sorvetes pelo dispenser.,Forma para sorvete de verdade | Prateleiras internas,Estimula imaginação e interação | Desenvolve coordenação motora | Incentiva criatividade no servir | Ideal para simular preparo de sobremesas,Crianças + 3 anos que gostam de explorar brincadeiras de cozinha com foco em sobremesas e momentos de servir.,"material=Plástico | cor=Rosa | genero=Menina | idade=+ 3 Anos | conteudo_caixa=A Geladeira Gela Sorvetinho vem com 2 sorvetinhos, 2 casquinhas, 1 forminha para fazer
sorvete, 2 prateleiras internas, além do dispenser que sai sorvetinho. | ncm=9503.00.80 | cst=000 | dun=9789648412014-5 | produto_mm=255x202x486 | caixa=2un/3.92kg | peso=1.775kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/geladeira-gela-sorvetinho/,https://cardosotoys.com.br/playmi/produtos/geladeira-gela-sorvetinho/,CONFIRMADO,CONFIRMADO,PENDENTE,
2015,Geladeira Sonho de Menina Caixa Individual,playmi,PLAY&IMAGINE,,,,,,"material=Plástico | cor=Rosa | genero=Menina | idade=+ 3 Anos | conteudo_caixa=1 Geladeira Sonho de Menina
2 prateleiras
1 porta ovos
1  forma de picolé com 4 
4 ovos
1 cartela de adesivos | ncm=9503.00.80 | cst=000 | dun=X | produto_mm=255x202x486 | caixa=1un/1.38kg | peso=1.775kg",,(sem fonte),(sem fonte),NAO_ENCONTRADO,NAO_ENCONTRADO,PENDENTE,
2016,Cozinha Sonho de Menina Caixa Individual,playmi,PLAY&IMAGINE,"Torneira lúdica, não sai água de verdade.",,,,,"material=Plástico | cor=Rosa | genero=Menina | idade=+ 3 Anos | conteudo_caixa=A Cozinha Sonho de Menina vem com 1 panela com tampa, 2 pratos, 1 espátula, 1 concha,
1 escumadeira, 2 garfos, 2 facas e 2 colheres e cartões pop-up para recortar no verso da embalagem. | ncm=9503.00.80 | cst=000 | dun=X | produto_mm=266x206x486 | caixa=1un/1.08kg | peso=0.84kg",,(sem fonte),(sem fonte),NAO_ENCONTRADO,NAO_ENCONTRADO,PENDENTE,"DESCRICAO_EXISTENTE — preservada, nao substituir"
2017,Geladeira Gela Sorvetinho Caixa Individual,playmi,PLAY&IMAGINE,Puxe a 486A x 255C x 202L casquinha 2º Aperte o botão 3º Tire o Sorvetinho,,,,,"material=Plástico | cor=Rosa | genero=Menina | idade=+ 3 Anos | conteudo_caixa=A Geladeira Gela Sorvetinho vem com 2 sorvetinhos, 2 casquinhas, 1 forminha para fazer
sorvete, 2 prateleiras internas, além do dispenser que sai sorvetinho. | ncm=9503.00.80 | cst=000 | dun=X | produto_mm=255x202x486 | caixa=1un/1.42kg | peso=1.775kg",,(sem fonte),(sem fonte),NAO_ENCONTRADO,NAO_ENCONTRADO,PENDENTE,"DESCRICAO_EXISTENTE — preservada, nao substituir"
2018,Acqua Bubble,playmi,PLAY&IMAGINE,,O Acqua Bubble proporciona uma experiência lúdica que simula o preparo e organização na cozinha.,Dispenser para ensaboar a louça | Faz de conta | Torneira para enxaguar,Estimula imaginação | Desenvolve habilidades sociais | Incentiva coordenação motora | Proporciona interação dinâmica,Crianças + 3 anos em fase de desenvolvimento social e criativo por meio do faz de conta.,"material=Plástico | cor=Rosa | genero=Menina | idade=+ 3 Anos | conteudo_caixa=1 Acqua Bubble 
2 pratos
2 garfos
2 facas
2 colheres
1 concha
1 escumadeira
1 espatula | ncm=9503.00.80 | cst=000 | dun=9789648412018-3 | produto_mm=307x190x500 | caixa=2un/3.53kg | peso=1.19kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/acqua-bubble/,https://cardosotoys.com.br/playmi/produtos/acqua-bubble/,CONFIRMADO,CONFIRMADO,PENDENTE,
2019,Acqua Bubble Caixa Individual,playmi,PLAY&IMAGINE,,,,,,"material=Plástico | cor=Rosa | genero=Menina | idade=+ 3 Anos | conteudo_caixa=1 Acqua Bubble 
2 pratos
2 garfos
2 facas
2 colheres
1 concha
1 escumadeira
1 espatula | ncm=9503.00.80 | cst=000 | dun=X | produto_mm=307x190x500 | caixa=1un/1.52kg | peso=1.19kg",,(sem fonte),(sem fonte),NAO_ENCONTRADO,NAO_ENCONTRADO,PENDENTE,
2020,Doce Cozinha Gourmet Air Fryer,playmi,PLAY&IMAGINE,,"A Doce Cozinha Gourmet Air Fryer permite que a criança simule o preparo de alimentos modernos, explorando o universo dos eletrodomésticos atuais.",Cesto que abre e fecha | Faz de conta,Estimula imaginação | Desenvolve coordenação motora | Incentiva reconhecimento de eletrodomésticos | Ideal para simular preparo de alimentos,Crianças + 3 anos que gostam de brincar de cozinhar e explorar o ambiente da cozinha.,material=PLASTICO | cor=ROSA | genero=MENINA | idade=+ 3 Anos | conteudo_caixa=1 fritadeira Air Fryer com cesto | ncm=9503.00.80 | dun=2789648412020-7 | produto_mm=187x229x221 | caixa=6un/kg | peso=0.215kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/doce-cozinha-gourmet-air-fryer/,https://cardosotoys.com.br/playmi/produtos/doce-cozinha-gourmet-air-fryer/,CONFIRMADO,CONFIRMADO,PENDENTE,
